name,dps_mean,dps_min,dps_max,dps_std_dev,dps_mean_std_dev
Potatoófdoom,53983.10841700488,42995.39877546872,67990.5525075656,2767.342047719834,13.76003962066091
1208/2520/raid-mythic/204465/6592/back/,56803.435480108885,45914.779322568014,69448.37761867169,2893.6311812875,14.482283022714507
1208/2523/raid-mythic/204211/0/trinket1/,58818.304077370405,45153.02614462253,77715.39269805019,3591.8403297395694,14.992313067096894
1208/2523/raid-mythic/202606/6243/main_hand/,57113.01965286794,45703.18142590216,70504.6846642479,3233.2258778271143,14.564523821033676
1208/2520/raid-mythic/203963/0/trinket1/,59475.26575626915,48240.77549290326,72647.43531899687,3091.7999300917973,15.161894622594403
1208/2520/raid-mythic/202456/6592/back/,55706.31343661538,45366.93196679612,69462.25406024004,2838.638480998006,14.207228977588464
1208/2523/raid-mythic/204398/6556/finger2/,56568.123206427656,45634.16911678808,69145.14274050508,2829.600033462405,14.417419993075805
1208/2523/raid-mythic/204398/6556/finger1/,55113.31122131779,44460.676454221044,67628.81827260379,2931.743368345486,14.05291889642158
1208/2523/raid-mythic/202462/0/hands/,54270.24579086728,43181.334365064446,66807.5200654199,2885.711528718539,13.836723003756278
1208/2523/raid-mythic/202601/0/hands/,53968.28716645409,42322.68290298861,65711.43607525546,2828.5243505019225,13.7548698061477
1208/2520/raid-mythic/202464/6625/chest/,56863.99939581045,45117.675382651505,69646.35874185151,2910.8077100841497,14.497427892589748
1208/2520/raid-mythic/202599/6625/chest/,56861.06458397173,44962.44530440984,68814.68369920926,2921.8374386654477,14.49762232843977
1208/2532/raid-mythic/202464/6625/chest/,56689.64166268764,43417.027367842165,69842.56249156996,2922.5239035839163,14.452894325846154
1208/2530/raid-mythic/203729/0/trinket2/,56463.01161087558,46423.944459442355,69730.95656162713,2870.463745220208,14.388696168576923
1208/2520/raid-mythic/202457/6574/wrist/,55768.734870002074,44714.63946564774,67993.70621919737,2869.0184054855026,14.213166510952618
1208/2520/raid-mythic/204390/6574/wrist/,55784.72646193324,44023.795076929135,68757.81171337022,2832.3093331176074,14.222657598661007
1208/2532/raid-mythic/204400/0/waist/,54702.04560730675,43820.540371658324,66229.15191993327,2884.2358416951656,13.941154431798102
1208/2527/raid-mythic/202461/0/head/,55130.15356871288,42989.69864773231,68024.20754516016,2889.2560948030036,14.048542040872222
1208/2523/raid-mythic/204211/0/trinket2/,57780.7988703659,45808.374519573685,73027.9406853469,3490.2348945568715,14.733026014500792
1208/2522/raid-mythic/202612/0/trinket1/,58327.61132998957,47022.76741886644,70744.13872469489,2989.4613405813707,14.869262029011868
1208/2522/raid-mythic/202612/0/trinket2/,57292.063088675204,46102.049557088496,69682.17710567983,2921.500542814151,14.607320123710391
1208/2532/raid-mythic/204320/6243/main_hand/,57896.875231197104,47031.01093072523,71772.37760287621,2947.4942503857737,14.7648114662761
1208/2527/raid-mythic/204397/0/neck/,56103.63537386504,44299.89997013066,70195.20653987335,2894.5542868032094,14.304607902352439
1208/2532/raid-mythic/202458/0/waist/,54683.45605121913,41981.59779193284,67838.37556970588,2855.3535328271923,13.938341456773761
1208/2527/raid-mythic/202463/6613/feet/,55948.256750651875,45443.465129151205,68505.08991221669,2859.262563437296,14.265496963694913
1208/2532/raid-mythic/204320/3368/off_hand/,55561.157768300436,44789.59656431942,69159.26630636702,2879.973416709772,14.15669098692535
1208/2527/raid-mythic/204396/6613/feet/,56553.17300539626,46291.61695320075,68634.9185642019,2880.6100683946906,14.416030613278364
1208/2532/raid-mythic/204320/6243/main_hand/swap_mh,57058.56357474687,46138.53840100625,69588.25805573454,2961.7600540658786,14.54835196880013
1208/2532/raid-mythic/202456/6592/back/,55399.56019189766,43975.559217011774,70123.95308013618,2846.2199657576944,14.120857935339217
1208/2520/raid-mythic/203963/0/trinket2/,58646.86370870835,47573.08959814153,71532.55405290792,3015.9844105209845,14.951700330838618
1208/2532/raid-mythic/204467/6592/back/,55044.88772449132,44302.24901192954,66463.34628171328,2801.3752586700207,14.031276853317031
1208/2523/raid-mythic/202459/0/shoulder/,56209.33339874235,44548.892152209955,69709.532680213,2849.102809655905,14.326508691866122
1208/2530/raid-mythic/203729/0/trinket1/,57411.35307787812,46369.25934584393,69981.54865061348,2936.347418251638,14.64007217370509
1208/2525/raid-mythic/204466/6556/finger1/,52787.17296297024,43628.037278043084,63783.596287144464,2804.5782769574753,53.11548863823967
1208/2530/raid-mythic/202462/0/hands/,54169.27544862575,43332.68895640816,66965.4012141725,2872.075883667376,13.811249821244292
1208/2530/raid-mythic/202582/6574/wrist/,55291.46637586672,45417.49509703463,67126.05771715556,2822.318660012072,14.090649025371002
1208/2525/raid-mythic/202460/0/legs/,56085.02091165949,45043.695461502706,68984.99371200455,2858.2826503636848,14.296060226648244
1208/2525/raid-mythic/202592/0/head/,55046.65808601155,44210.510228373096,67959.73376757333,2879.454935694432,14.03143846248499
1208/2522/raid-mythic/202559/6243/main_hand/,52608.377580042914,41497.91260283278,63462.84543865822,3076.603050474916,53.427420330029975
1208/2522/raid-mythic/202456/6592/back/,55256.567597298395,44657.1173443458,66951.75851660297,2797.0156026513637,14.08830075711525
1208/2522/raid-mythic/202573/6592/back/,55759.35465623373,44656.925075785795,66987.4381679698,2846.5514079427926,14.215708412664842
1208/2529/raid-mythic/202568/6243/main_hand/swap_mh,55839.39450177966,44456.96041026624,69837.98446375613,2923.2029501460042,14.223863558448738
1208/2529/raid-mythic/202568/3368/off_hand/,54575.981160876734,43928.66198015542,66865.28331007953,2855.8819731800113,13.908809343071074
1208/2529/raid-mythic/202568/6243/main_hand/,56804.06345172387,45573.066737005334,71386.82069871915,2891.30098363472,14.48223373768683
1208/2525/raid-mythic/202461/0/head/,55267.40465630425,42028.866481313664,68565.13362546817,2900.3824040677573,14.083011244099152
1208/2529/raid-mythic/202617/0/trinket2/,57329.51006253315,46823.96681654255,69597.56578447908,2848.115174416726,14.607831897383736
1208/2524/raid-mythic/202597/0/legs/,55847.267472305255,43236.33348047834,67364.05295080342,2848.62086379964,14.23527706851279
1208/2524/raid-mythic/202458/0/waist/,54442.47915264532,43428.61848870662,66962.62683812679,2873.184716633069,13.876395696538557
1208/2522/raid-mythic/202463/6613/feet/,55736.72815520946,45333.18791933075,68000.17154651607,2847.0321000387944,14.202708877823822
1208/2529/raid-mythic/202572/6556/finger1/,52425.82259458507,44251.69907629292,61955.99238468955,2783.3212180776604,243.17990392251932
1208/2524/raid-mythic/202577/0/waist/,54932.704694355714,44541.28131595627,66381.15052865476,2869.982982490699,14.001083099160507
1208/2524/raid-mythic/202618/0/neck/,58182.28928670121,46183.679048826525,70874.75242726112,2936.138538188838,14.824445577796178
1208/-49/raid-mythic/202463/6613/feet/,55716.68489488961,44851.14503755107,69134.80411613408,2859.0244099819856,14.207308124011444
1208/2529/raid-mythic/202459/0/shoulder/,56202.29039430025,44118.05366435624,69166.78000508092,2841.1036867046814,14.324912769519946
1208/2530/raid-mythic/202457/6574/wrist/,55578.323658213405,44400.47835298379,69265.04527294928,2823.7352069006774,14.169422592469276
1208/2529/raid-mythic/202595/0/shoulder/,56116.273902922876,44992.45835621587,68152.38918442027,2859.179533006854,14.308423017415706
1208/2522/raid-mythic/202576/6613/feet/,56065.76420752877,45865.173641810055,67784.41321810814,2835.710362942234,14.295902464993889
1208/-49/raid-mythic/204430/6613/feet/,55731.29142662213,44392.87257549653,67856.3071546625,2864.2339463256667,14.19957402734702
1208/2524/raid-mythic/202613/0/trinket1/,58300.61495179148,46747.995560042924,70976.73002023579,2924.8908758484367,14.8553939042661
1208/2525/raid-mythic/204466/6556/finger2/,54367.18850203728,43160.85684976559,64566.1260986218,2728.525201658267,13.859670100712083
1208/2524/raid-mythic/202613/0/trinket2/,57352.74632321584,46675.387251512046,69489.82994590122,2851.3686646119727,14.612991100093007
1208/2524/raid-mythic/202460/0/legs/,56094.5578269471,45735.41184353967,67663.42917246617,2841.113342536207,14.287056748001083
1208/2529/raid-mythic/202572/6556/finger2/,54667.58935560912,43923.26315638613,67268.75347830294,2817.75358089079,13.935279963210519
1208/2529/raid-mythic/202617/0/trinket1/,58281.8921783498,46656.421618990964,70933.30675308831,2931.448363120323,14.847963866531726
