name,dps_mean,dps_min,dps_max,dps_std_dev,dps_mean_std_dev
1208/2520/raid-mythic/203963/0/trinket1/,94792.65330543568,81196.05888408943,110962.38391784852,3731.2712818597215,24.12297419831701
1208/2522/raid-mythic/202602/0/head/,93136.6100287137,81661.04292453878,106602.30674080049,2976.3819527675064,23.734469381108024
1208/2532/raid-mythic/202610/0/trinket2/swap_doubleonuse,94021.39101769768,83937.3847547087,107128.03455778064,2986.076033676262,23.906209719482675
1208/-49/raid-mythic/202522/0/shoulder/,93065.29211211442,82713.4461695649,106123.10429799442,2944.67126981828,23.665914302231673
1208/2523/raid-mythic/202522/0/shoulder/,93021.00693411744,83364.91167814963,105387.92595330442,2949.7953264446664,23.66281323594148
1208/2527/raid-mythic/202524/0/head/,93610.47964386946,83788.83416408571,106284.43464565797,2986.4645692992426,23.848256932841796
1208/2524/raid-mythic/202574/6613/feet/,93103.77707953642,82237.53053683403,107760.76093008665,3009.991538746769,23.710277964829256
1208/2525/raid-mythic/204466/6550/finger2/,90985.9976033294,83099.06064487742,101697.83127233942,2851.209838805796,90.07314362504496
1208/-49/raid-mythic/204414/0/hands/,93491.53902727086,83797.81615849315,106595.63402522863,2988.2664503860424,23.823937860047344
1208/2524/raid-mythic/202618/0/neck/,93095.65842853929,82859.79069502668,106328.21152833948,2928.770626093662,23.687772717675813
1208/-49/raid-mythic/204415/0/shoulder/,93237.86639624993,82856.9770007478,106965.92799289429,2981.860280925081,23.732923585454007
1208/2532/raid-mythic/202610/0/trinket2/,95583.44394786551,86306.94198137701,109083.56222498228,2987.446256581994,24.328415844280915
1208/2532/raid-mythic/202527/6625/chest/,94340.61324382754,84530.83809182668,107605.88688007699,3011.437886589334,24.005620575236936
1208/2524/raid-mythic/204279/6643/main_hand/swap_mh,95718.74648422522,85748.80474289344,109819.63680941741,3077.897715524098,24.402411273969168
1208/2527/raid-mythic/204397/0/neck/,92125.92637363702,84436.05142465461,103643.4715325623,2925.557496875653,89.27019782266271
1208/2524/raid-mythic/202586/6625/chest/,94443.28736046136,84298.34963654821,107326.2797266051,3036.2990581868635,24.050695154801456
1208/2529/raid-mythic/202572/6550/finger2/,91121.92739616377,83563.82662618977,102480.08734672237,2711.709242409627,88.21190824942556
1208/2532/raid-mythic/202610/0/trinket1/,94032.84293264708,83758.44828192792,106785.71099856637,3043.7919016215774,23.935721257367383
1208/2524/raid-mythic/204279/6643/main_hand/,95718.68586167732,85326.49430149789,111534.37013924117,3074.712821748363,24.376394461198643
1208/2530/raid-mythic/203729/0/trinket2/,92464.47040773294,81808.99912091276,106045.54846691087,2929.201139780692,23.537022606798764
1208/2527/raid-mythic/202560/6643/main_hand/swap_mh,96307.08306683745,86053.52731107385,108887.36629440049,3044.6551102793464,24.520999469174434
1208/2524/raid-mythic/204279/6643/off_hand/,93962.26448284424,82818.89363165539,105367.01062611133,3005.323645577659,23.910584551478
1208/2530/raid-mythic/202575/0/shoulder/,93155.47878327333,81530.28693484672,104990.12160150326,2939.927983679465,23.686769875511725
1208/2522/raid-mythic/202573/6592/back/,93535.06610028504,82974.99498823978,106563.45308810691,2975.806202372413,23.826281338483092
1208/2522/raid-mythic/202519/6592/back/,93183.07525556318,83241.90584325901,107643.87624841118,2945.558454113265,23.736757128479773
1208/2530/raid-mythic/202522/0/shoulder/,93161.57400699299,83263.35516314775,106363.8172093993,2976.2805701872458,23.690765335713817
1208/2525/raid-mythic/204466/6550/finger1/,91061.02133187797,82950.21203814917,103122.35654844019,3064.149769632802,90.43552100161423
